gene,gene_description
ST20-AS1,ST20 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27521]
SIN3A,SIN3 transcription regulator family member A [Source:HGNC Symbol;Acc:HGNC:19353]
10-Sep,septin 10 [Source:HGNC Symbol;Acc:HGNC:14349]
AKIRIN2,akirin 2 [Source:HGNC Symbol;Acc:HGNC:21407]
GAPDH,glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141]
NDC1,NDC1 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:25525]
CD69,CD69 molecule [Source:HGNC Symbol;Acc:HGNC:1694]
ATP6V1B2,ATPase H+ transporting V1 subunit B2 [Source:HGNC Symbol;Acc:HGNC:854]
ACTN4,actinin alpha 4 [Source:HGNC Symbol;Acc:HGNC:166]
GSTM2P1,glutathione S-transferase mu 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38009]
NSFL1C,NSFL1 cofactor [Source:HGNC Symbol;Acc:HGNC:15912]
TFAM,"transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:HGNC:11741]"
NOXA1,NADPH oxidase activator 1 [Source:HGNC Symbol;Acc:HGNC:10668]
RSAD1,radical S-adenosyl methionine domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25634]
IRS4,insulin receptor substrate 4 [Source:HGNC Symbol;Acc:HGNC:6128]
ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]
AHCYL1,adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344]
HSD17B11,hydroxysteroid 17-beta dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:22960]
BRI3BP,BRI3 binding protein [Source:HGNC Symbol;Acc:HGNC:14251]
ZFYVE9,zinc finger FYVE-type containing 9 [Source:HGNC Symbol;Acc:HGNC:6775]
ZEB2,zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14881]
CNNM3,cyclin and CBS domain divalent metal cation transport mediator 3 [Source:HGNC Symbol;Acc:HGNC:104]
EEF1AKMT4,EEF1A lysine methyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:53611]
BCL9L,B cell CLL/lymphoma 9 like [Source:HGNC Symbol;Acc:HGNC:23688]
MFGE8,milk fat globule-EGF factor 8 protein [Source:HGNC Symbol;Acc:HGNC:7036]
MPST,mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:7223]
AL138899.2,ribosomal protein S10 (RPS10) pseudogene
UNC119B,unc-119 lipid binding chaperone B [Source:HGNC Symbol;Acc:HGNC:16488]
RBCK1,RANBP2-type and C3HC4-type zinc finger containing 1 [Source:HGNC Symbol;Acc:HGNC:15864]
DHX32,DEAH-box helicase 32 (putative) [Source:HGNC Symbol;Acc:HGNC:16717]
KCTD3,potassium channel tetramerization domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21305]
C11orf68,chromosome 11 open reading frame 68 [Source:HGNC Symbol;Acc:HGNC:28801]
SLC35F5,solute carrier family 35 member F5 [Source:HGNC Symbol;Acc:HGNC:23617]
ANO7,anoctamin 7 [Source:HGNC Symbol;Acc:HGNC:31677]
CASP2,caspase 2 [Source:HGNC Symbol;Acc:HGNC:1503]
ZSWIM9,zinc finger SWIM-type containing 9 [Source:HGNC Symbol;Acc:HGNC:34495]
SNRPA,small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:HGNC:11151]
FYN,"FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]"
ATP8A1,ATPase phospholipid transporting 8A1 [Source:HGNC Symbol;Acc:HGNC:13531]
ADK,adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257]
ARHGAP15,Rho GTPase activating protein 15 [Source:HGNC Symbol;Acc:HGNC:21030]
NMRAL1,NmrA like redox sensor 1 [Source:HGNC Symbol;Acc:HGNC:24987]
UBAP2,ubiquitin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:14185]
SLC36A1,solute carrier family 36 member 1 [Source:HGNC Symbol;Acc:HGNC:18761]
LRWD1,leucine rich repeats and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21769]
RIMS4,regulating synaptic membrane exocytosis 4 [Source:HGNC Symbol;Acc:HGNC:16183]
IGF2BP2,insulin like growth factor 2 mRNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28867]
EPS8L3,EPS8 like 3 [Source:HGNC Symbol;Acc:HGNC:21297]
GNG4,G protein subunit gamma 4 [Source:HGNC Symbol;Acc:HGNC:4407]
NMT2,N-myristoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:7858]
ADAR,"adenosine deaminase, RNA specific [Source:HGNC Symbol;Acc:HGNC:225]"
POLR1C,RNA polymerase I and III subunit C [Source:HGNC Symbol;Acc:HGNC:20194]
TXLNB,taxilin beta [Source:HGNC Symbol;Acc:HGNC:21617]
SEC22C,"SEC22 homolog C, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:16828]"
NOC3L,NOC3 like DNA replication regulator [Source:HGNC Symbol;Acc:HGNC:24034]
TBC1D10B,TBC1 domain family member 10B [Source:HGNC Symbol;Acc:HGNC:24510]
NMD3,NMD3 ribosome export adaptor [Source:HGNC Symbol;Acc:HGNC:24250]
SNHG8,small nucleolar RNA host gene 8 [Source:HGNC Symbol;Acc:HGNC:33098]
CAMK1G,calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585]
TATDN2,TatD DNase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28988]
AC080112.1,"novel transcript, antisense to GJD3"
RPS24,ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:10411]
TRAK2,trafficking kinesin protein 2 [Source:HGNC Symbol;Acc:HGNC:13206]
NFIC,nuclear factor I C [Source:HGNC Symbol;Acc:HGNC:7786]
PBX1,PBX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8632]
S100A6,S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:HGNC:10496]
AL390066.1,novel transcript
WDR4,WD repeat domain 4 [Source:HGNC Symbol;Acc:HGNC:12756]
WDFY3-AS2,WDFY3 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:21603]
AL450405.1,ribosomal protein L29 (RPL29) pseudogene
DAZAP2,DAZ associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2684]
MDM2,MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]
SEPHS1,selenophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:19685]
MED29,mediator complex subunit 29 [Source:HGNC Symbol;Acc:HGNC:23074]
RAB32,"RAB32, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9772]"
CREB1,cAMP responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2345]
PRXL2A,peroxiredoxin like 2A [Source:HGNC Symbol;Acc:HGNC:28651]
PORCN,porcupine O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:17652]
COX7B,cytochrome c oxidase subunit 7B [Source:HGNC Symbol;Acc:HGNC:2291]
NCS1,neuronal calcium sensor 1 [Source:HGNC Symbol;Acc:HGNC:3953]
STX3,syntaxin 3 [Source:HGNC Symbol;Acc:HGNC:11438]
FAM102B,family with sequence similarity 102 member B [Source:HGNC Symbol;Acc:HGNC:27637]
TNFSF9,TNF superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11939]
LCLAT1,lysocardiolipin acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26756]
SNRNP200,small nuclear ribonucleoprotein U5 subunit 200 [Source:HGNC Symbol;Acc:HGNC:30859]
PAWR,pro-apoptotic WT1 regulator [Source:HGNC Symbol;Acc:HGNC:8614]
TIMM50,translocase of inner mitochondrial membrane 50 [Source:HGNC Symbol;Acc:HGNC:23656]
ROBO1,roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]
HSPE1,heat shock protein family E (Hsp10) member 1 [Source:HGNC Symbol;Acc:HGNC:5269]
AC096667.1,proline-rich protein 18-like [Source:NCBI gene;Acc:105373780]
DOCK3,dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:HGNC:2989]
RCAN3,RCAN family member 3 [Source:HGNC Symbol;Acc:HGNC:3042]
SF3B2,splicing factor 3b subunit 2 [Source:HGNC Symbol;Acc:HGNC:10769]
VMP1,vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559]
MAPRE2,microtubule associated protein RP/EB family member 2 [Source:HGNC Symbol;Acc:HGNC:6891]
BACH2,BTB domain and CNC homolog 2 [Source:HGNC Symbol;Acc:HGNC:14078]
APBA1,amyloid beta precursor protein binding family A member 1 [Source:HGNC Symbol;Acc:HGNC:578]
SPTBN5,"spectrin beta, non-erythrocytic 5 [Source:HGNC Symbol;Acc:HGNC:15680]"
CSNK2A2,casein kinase 2 alpha 2 [Source:HGNC Symbol;Acc:HGNC:2459]
RAB1A,"RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9758]"
GJA1,gap junction protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:4274]
ILF2,interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037]
DPYSL5,dihydropyrimidinase like 5 [Source:HGNC Symbol;Acc:HGNC:20637]
MAEA,macrophage erythroblast attacher [Source:HGNC Symbol;Acc:HGNC:13731]
KPNA3,karyopherin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6396]
CCL4,C-C motif chemokine ligand 4 [Source:HGNC Symbol;Acc:HGNC:10630]
ASMTL,acetylserotonin O-methyltransferase like [Source:HGNC Symbol;Acc:HGNC:751]
PXMP4,peroxisomal membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15920]
ZNF252P,"zinc finger protein 252, pseudogene [Source:HGNC Symbol;Acc:HGNC:13046]"
MAP3K5,mitogen-activated protein kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6857]
NUDT16,nudix hydrolase 16 [Source:HGNC Symbol;Acc:HGNC:26442]
CSRP1,cysteine and glycine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2469]
SNTA1,syntrophin alpha 1 [Source:HGNC Symbol;Acc:HGNC:11167]
AGER,advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]
ABCA3,ATP binding cassette subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:33]
LINC01088,long intergenic non-protein coding RNA 1088 [Source:HGNC Symbol;Acc:HGNC:49148]
PWWP2B,PWWP domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25150]
NHLRC3,NHL repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:33751]
EZH1,enhancer of zeste 1 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3526]
MAPRE1,microtubule associated protein RP/EB family member 1 [Source:HGNC Symbol;Acc:HGNC:6890]
LRRC42,leucine rich repeat containing 42 [Source:HGNC Symbol;Acc:HGNC:28792]
KANSL1,KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]
DDX56,DEAD-box helicase 56 [Source:HGNC Symbol;Acc:HGNC:18193]
CDKL5,cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411]
MIF4GD,MIF4G domain containing [Source:HGNC Symbol;Acc:HGNC:24030]
MAPK13,mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]
BCAR1,"BCAR1, Cas family scaffold protein [Source:HGNC Symbol;Acc:HGNC:971]"
TENM3,teneurin transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:29944]
DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:2995]
NAP1L3,nucleosome assembly protein 1 like 3 [Source:HGNC Symbol;Acc:HGNC:7639]
C6orf106,chromosome 6 open reading frame 106 [Source:HGNC Symbol;Acc:HGNC:21215]
YWHAG,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma [Source:HGNC Symbol;Acc:HGNC:12852]
PLEKHM3,pleckstrin homology domain containing M3 [Source:HGNC Symbol;Acc:HGNC:34006]
PTPRK,"protein tyrosine phosphatase, receptor type K [Source:HGNC Symbol;Acc:HGNC:9674]"
DYNLL1,dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476]
OSBPL3,oxysterol binding protein like 3 [Source:HGNC Symbol;Acc:HGNC:16370]
DAAM1,dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:HGNC:18142]
EVC,EvC ciliary complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:3497]
GPC6,glypican 6 [Source:HGNC Symbol;Acc:HGNC:4454]
TP53,tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998]
CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]"
SV2A,synaptic vesicle glycoprotein 2A [Source:HGNC Symbol;Acc:HGNC:20566]
TBX3,T-box 3 [Source:HGNC Symbol;Acc:HGNC:11602]
WASF1,WAS protein family member 1 [Source:HGNC Symbol;Acc:HGNC:12732]
RPL27,ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:10328]
HDAC2,histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853]
TUB,tubby bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]
RARRES3,retinoic acid receptor responder 3 [Source:HGNC Symbol;Acc:HGNC:9869]
TESK1,testis associated actin remodelling kinase 1 [Source:HGNC Symbol;Acc:HGNC:11731]
STK11,serine/threonine kinase 11 [Source:HGNC Symbol;Acc:HGNC:11389]
SLC15A4,solute carrier family 15 member 4 [Source:HGNC Symbol;Acc:HGNC:23090]
CPSF3,cleavage and polyadenylation specific factor 3 [Source:HGNC Symbol;Acc:HGNC:2326]
CD47,CD47 molecule [Source:HGNC Symbol;Acc:HGNC:1682]
RAB3A,"RAB3A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9777]"
GOT2,glutamic-oxaloacetic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4433]
FBXL4,F-box and leucine rich repeat protein 4 [Source:HGNC Symbol;Acc:HGNC:13601]
NAGA,alpha-N-acetylgalactosaminidase [Source:HGNC Symbol;Acc:HGNC:7631]
EN2,engrailed homeobox 2 [Source:HGNC Symbol;Acc:HGNC:3343]
MINPP1,multiple inositol-polyphosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:7102]
ELP2,elongator acetyltransferase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:18248]
FAM107B,family with sequence similarity 107 member B [Source:HGNC Symbol;Acc:HGNC:23726]
NFE2L3,"nuclear factor, erythroid 2 like 3 [Source:HGNC Symbol;Acc:HGNC:7783]"
MED14,mediator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:2370]
POGK,pogo transposable element derived with KRAB domain [Source:HGNC Symbol;Acc:HGNC:18800]
ZDHHC23,zinc finger DHHC-type containing 23 [Source:HGNC Symbol;Acc:HGNC:28654]
MROH7,maestro heat like repeat family member 7 [Source:HGNC Symbol;Acc:HGNC:24802]
LANCL1,LanC like 1 [Source:HGNC Symbol;Acc:HGNC:6508]
MIDN,midnolin [Source:HGNC Symbol;Acc:HGNC:16298]
RPS3AP26,ribosomal protein S3a pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:36513]
USP13,ubiquitin specific peptidase 13 [Source:HGNC Symbol;Acc:HGNC:12611]
CSRP2,cysteine and glycine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2470]
BABAM2,BRISC and BRCA1 A complex member 2 [Source:HGNC Symbol;Acc:HGNC:1106]
SAMSN1,"SAM domain, SH3 domain and nuclear localization signals 1 [Source:HGNC Symbol;Acc:HGNC:10528]"
PSMG1,proteasome assembly chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3043]
LRRC58,leucine rich repeat containing 58 [Source:HGNC Symbol;Acc:HGNC:26968]
ADCY9,adenylate cyclase 9 [Source:HGNC Symbol;Acc:HGNC:240]
GCNT3,"glucosaminyl (N-acetyl) transferase 3, mucin type [Source:HGNC Symbol;Acc:HGNC:4205]"
HOXA13,homeobox A13 [Source:HGNC Symbol;Acc:HGNC:5102]
TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303]
TMEM150A,transmembrane protein 150A [Source:HGNC Symbol;Acc:HGNC:24677]
FKBP5,FK506 binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3721]
VPS39,"VPS39, HOPS complex subunit [Source:HGNC Symbol;Acc:HGNC:20593]"
PWP1,"PWP1 homolog, endonuclein [Source:HGNC Symbol;Acc:HGNC:17015]"
POLR3H,RNA polymerase III subunit H [Source:HGNC Symbol;Acc:HGNC:30349]
CASP8,caspase 8 [Source:HGNC Symbol;Acc:HGNC:1509]
LDOC1,"LDOC1, regulator of NFKB signaling [Source:HGNC Symbol;Acc:HGNC:6548]"
PMPCA,"peptidase, mitochondrial processing alpha subunit [Source:HGNC Symbol;Acc:HGNC:18667]"
TRIM62,tripartite motif containing 62 [Source:HGNC Symbol;Acc:HGNC:25574]
ZEB1,zinc finger E-box binding homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11642]
IDUA,"iduronidase, alpha-L- [Source:HGNC Symbol;Acc:HGNC:5391]"
MFSD1,major facilitator superfamily domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25874]
MAK16,MAK16 homolog [Source:HGNC Symbol;Acc:HGNC:13703]
GREB1L,GREB1 like retinoic acid receptor coactivator [Source:HGNC Symbol;Acc:HGNC:31042]
KIT,KIT proto-oncogene receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6342]
XPO5,exportin 5 [Source:HGNC Symbol;Acc:HGNC:17675]
SIGLEC10,sialic acid binding Ig like lectin 10 [Source:HGNC Symbol;Acc:HGNC:15620]
GRB10,growth factor receptor bound protein 10 [Source:HGNC Symbol;Acc:HGNC:4564]
TRO,trophinin [Source:HGNC Symbol;Acc:HGNC:12326]
MRPS22,mitochondrial ribosomal protein S22 [Source:HGNC Symbol;Acc:HGNC:14508]
AK8,adenylate kinase 8 [Source:HGNC Symbol;Acc:HGNC:26526]
KIF26A,kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]
ABHD3,abhydrolase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18718]
SEZ6L,seizure related 6 homolog like [Source:HGNC Symbol;Acc:HGNC:10763]
MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]
LRP5L,LDL receptor related protein 5 like [Source:HGNC Symbol;Acc:HGNC:25323]
STC2,stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]
GPC3,glypican 3 [Source:HGNC Symbol;Acc:HGNC:4451]
CDC34,cell division cycle 34 [Source:HGNC Symbol;Acc:HGNC:1734]
B3GNT8,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:24139]"
GSK3A,glycogen synthase kinase 3 alpha [Source:HGNC Symbol;Acc:HGNC:4616]
ASCL2,achaete-scute family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:739]
TMEM191A,transmembrane protein 191A (pseudogene) [Source:HGNC Symbol;Acc:HGNC:25317]
LMAN1,"lectin, mannose binding 1 [Source:HGNC Symbol;Acc:HGNC:6631]"
URB2,URB2 ribosome biogenesis 2 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:28967]
HOXB9,homeobox B9 [Source:HGNC Symbol;Acc:HGNC:5120]
PAPOLG,poly(A) polymerase gamma [Source:HGNC Symbol;Acc:HGNC:14982]
LIG3,DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]
AC132812.1,U5 small nuclear ribonucleoprotein 200 kDa helicase pseudogene [Source:NCBI gene;Acc:101929240]
IFIT5,interferon induced protein with tetratricopeptide repeats 5 [Source:HGNC Symbol;Acc:HGNC:13328]
SLC6A15,solute carrier family 6 member 15 [Source:HGNC Symbol;Acc:HGNC:13621]
AC116353.5,novel pseudogene
HARS,histidyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:4816]
SPATA2,spermatogenesis associated 2 [Source:HGNC Symbol;Acc:HGNC:14681]
STARD3NL,STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169]
ITPKB,inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179]
DSTN,"destrin, actin depolymerizing factor [Source:HGNC Symbol;Acc:HGNC:15750]"
LMNB1,lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637]
EPHA1,EPH receptor A1 [Source:HGNC Symbol;Acc:HGNC:3385]
F5,coagulation factor V [Source:HGNC Symbol;Acc:HGNC:3542]
ZCCHC3,zinc finger CCHC-type containing 3 [Source:HGNC Symbol;Acc:HGNC:16230]
LDHA,lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535]
RNF7,ring finger protein 7 [Source:HGNC Symbol;Acc:HGNC:10070]
NIPAL1,NIPA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27194]
ASTL,astacin like metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:31704]
MNT,MAX network transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:7188]
HADHB,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta [Source:HGNC Symbol;Acc:HGNC:4803]
C18orf65,chromosome 18 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:51248]
ZNF772,zinc finger protein 772 [Source:HGNC Symbol;Acc:HGNC:33106]
MOAP1,modulator of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:16658]
TMEM38A,transmembrane protein 38A [Source:HGNC Symbol;Acc:HGNC:28462]
ASPHD1,aspartate beta-hydroxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27380]
MYBL2,MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]
RPS28,ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:10418]
UBE2G2,ubiquitin conjugating enzyme E2 G2 [Source:HGNC Symbol;Acc:HGNC:12483]
CRYZ,crystallin zeta [Source:HGNC Symbol;Acc:HGNC:2419]
PPP1R12A,protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618]
ARHGAP30,Rho GTPase activating protein 30 [Source:HGNC Symbol;Acc:HGNC:27414]
ZFP90,ZFP90 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23329]
RAB24,"RAB24, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9765]"
SLC7A8,solute carrier family 7 member 8 [Source:HGNC Symbol;Acc:HGNC:11066]
AC091808.1,novel transcript
TUSC3,tumor suppressor candidate 3 [Source:HGNC Symbol;Acc:HGNC:30242]
TRAPPC9,trafficking protein particle complex 9 [Source:HGNC Symbol;Acc:HGNC:30832]
AGAP3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:16923]"
AC120114.3,"novel transcript, sense intronic to KCTD13"
UROS,uroporphyrinogen III synthase [Source:HGNC Symbol;Acc:HGNC:12592]
SLC29A3,solute carrier family 29 member 3 [Source:HGNC Symbol;Acc:HGNC:23096]
CCR3,C-C motif chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:1604]
TRAFD1,TRAF-type zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24808]
N6AMT1,N-6 adenine-specific DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:16021]
ATP6V1A,ATPase H+ transporting V1 subunit A [Source:HGNC Symbol;Acc:HGNC:851]
UTP15,"UTP15, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:25758]"
WDR27,WD repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:21248]
ZMYM2,zinc finger MYM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:12989]
CYSLTR1,cysteinyl leukotriene receptor 1 [Source:HGNC Symbol;Acc:HGNC:17451]
GBP3,guanylate binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4184]
CLSTN1,calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447]
FAM104A,family with sequence similarity 104 member A [Source:HGNC Symbol;Acc:HGNC:25918]
MYOF,myoferlin [Source:HGNC Symbol;Acc:HGNC:3656]
EXOC5,exocyst complex component 5 [Source:HGNC Symbol;Acc:HGNC:10696]
RGS3,regulator of G protein signaling 3 [Source:HGNC Symbol;Acc:HGNC:9999]
CA14,carbonic anhydrase 14 [Source:HGNC Symbol;Acc:HGNC:1372]
ABCC4,ATP binding cassette subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:55]
ARHGEF17,Rho guanine nucleotide exchange factor 17 [Source:HGNC Symbol;Acc:HGNC:21726]
RC3H1,ring finger and CCCH-type domains 1 [Source:HGNC Symbol;Acc:HGNC:29434]
ZFAND1,zinc finger AN1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:25858]
TXNL4A,thioredoxin like 4A [Source:HGNC Symbol;Acc:HGNC:30551]
RIOK1,RIO kinase 1 [Source:HGNC Symbol;Acc:HGNC:18656]
RASEF,RAS and EF-hand domain containing [Source:HGNC Symbol;Acc:HGNC:26464]
MTAP,methylthioadenosine phosphorylase [Source:HGNC Symbol;Acc:HGNC:7413]
GNAL,G protein subunit alpha L [Source:HGNC Symbol;Acc:HGNC:4388]
PCOLCE,procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]
SELENOF,selenoprotein F [Source:HGNC Symbol;Acc:HGNC:17705]
SMURF2,SMAD specific E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16809]
PPAN,peter pan homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:9227]
SMIM3,small integral membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:30248]
LINC01547,long intergenic non-protein coding RNA 1547 [Source:HGNC Symbol;Acc:HGNC:15707]
TM7SF2,transmembrane 7 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11863]
FAHD2B,fumarylacetoacetate hydrolase domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25318]
ERMAP,erythroblast membrane associated protein (Scianna blood group) [Source:HGNC Symbol;Acc:HGNC:15743]
DVL2,dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086]
TRGV7,T cell receptor gamma variable 7 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12293]
SLC27A4,solute carrier family 27 member 4 [Source:HGNC Symbol;Acc:HGNC:10998]
CD48,CD48 molecule [Source:HGNC Symbol;Acc:HGNC:1683]
